DateTime,timestamp,Latitude,Longitude,IMEI,scannedValue,seconds_since_prior_scan,distance from prior scan,Ranch
1459438402,2016-03-31 08:33:22,36.60192627,-121.59990883,356489053642125,2054430004,0,0,
1459439778,2016-03-31 08:56:18,36.6031668,-121.59913015,356489053642125,2054430005,1376,506.9321457241272,
1459439778,2016-03-31 08:56:18,36.6031668,-121.59913015,356489053642125,2054430005,0,0,
1459440525,2016-03-31 09:08:45,36.60324909,-121.59953447,356489053642125,2054430006,747,122.19614685041765,
1459440525,2016-03-31 09:08:45,36.60324909,-121.59953447,356489053642125,2054430006,0,0,
1459526381,2016-04-01 08:59:41,36.60022249,-121.61699477,355136056588471,user:Silverio1, , 
1459526381,2016-04-01 08:59:41,36.60022249,-121.61699477,355136056588471,user:Silverio1,0,0,
1459526543,2016-04-01 09:02:23,36.60016613,-121.61709342,355136056588471,user:Silverio1,162,35.472618568640996,
1459526543,2016-04-01 09:02:23,36.60016613,-121.61709342,355136056588471,user:Silverio1,0,0,
1459532042,2016-04-01 10:34:02,36.60017292,-121.61640041,355136056588471,A10530502,5499,203.04587985493023,
1459532042,2016-04-01 10:34:02,36.60017292,-121.61640041,355136056588471,A10530502,0,0,
1459532237,2016-04-01 10:37:17,36.60014688,-121.61644888,355136056588471,user:Marie1,195,17.086487444998124,
1459532237,2016-04-01 10:37:17,36.60014688,-121.61644888,355136056588471,user:Marie1,0,0,
1459532344,2016-04-01 10:39:04,36.60020722,-121.61701401,355136056588471,A10530503,107,167.02366783727527,
1459532344,2016-04-01 10:39:04,36.60020722,-121.61701401,355136056588471,A10530503,0,0,
1459532346,2016-04-01 10:39:06,36.60020722,-121.61701401,355136056588471,A10530503,2,0,
1459532346,2016-04-01 10:39:06,36.60020722,-121.61701401,355136056588471,A10530503,0,0,
1459532365,2016-04-01 10:39:25,36.60018333,-121.6170149,355136056588471,A10530506,19,8.72201394473482,
1459532365,2016-04-01 10:39:25,36.60018333,-121.6170149,355136056588471,A10530506,0,0,
1459532375,2016-04-01 10:39:35,36.60018333,-121.6170149,355136056588471,A10530507,10,0,
1459532375,2016-04-01 10:39:35,36.60018333,-121.6170149,355136056588471,A10530507,0,0,
1459532393,2016-04-01 10:39:53,36.59997845,-121.61719768,355136056588471,A10530509,18,91.96467185891603,
1459532393,2016-04-01 10:39:53,36.59997845,-121.61719768,355136056588471,A10530509,0,0,
1459532404,2016-04-01 10:40:04,36.59996614,-121.61714497,355136056588471,A10530506,11,16.082596685235636,
1459532404,2016-04-01 10:40:04,36.59996614,-121.61714497,355136056588471,A10530506,0,0,
1459532414,2016-04-01 10:40:14,36.59996614,-121.61714497,355136056588471,A10530504,10,0,
1459532414,2016-04-01 10:40:14,36.59996614,-121.61714497,355136056588471,A10530504,0,0,
1459780832,2016-04-04 07:40:32,36.58153155,-121.61579039,353918052223944,user:Sara1, , 
1459780832,2016-04-04 07:40:32,36.58153155,-121.61579039,353918052223944,user:Sara1,0,0,414
1459781530,2016-04-04 07:52:10,36.58191607,-121.61647382,353918052223944,1857521547,698,244.53853530338935,414
1459781530,2016-04-04 07:52:10,36.58191607,-121.61647382,353918052223944,1857521547,0,0,414
1459782350,2016-04-04 08:05:50,36.58210198,-121.61624903,353918052223944,1676030677,820,94.56159460268158,414
1459782350,2016-04-04 08:05:50,36.58210198,-121.61624903,353918052223944,1676030677,0,0,414
1459782354,2016-04-04 08:05:54,36.58210198,-121.61624903,353918052223944,1676030677,4,0,414
1459782354,2016-04-04 08:05:54,36.58210198,-121.61624903,353918052223944,1676030677,0,0,414
1459782359,2016-04-04 08:05:59,36.58210198,-121.61624903,353918052223944,1676030677,5,0,414
1459782359,2016-04-04 08:05:59,36.58210198,-121.61624903,353918052223944,1676030677,0,0,414
1459782372,2016-04-04 08:06:12,36.58210198,-121.61624903,353918052223944,1676030677,13,0,414
1459782372,2016-04-04 08:06:12,36.58210198,-121.61624903,353918052223944,1676030677,0,0,414
1459783373,2016-04-04 08:22:53,36.58211906,-121.61632809,353918052223944,1676030669,1001,23.991390385797747,414
1459783373,2016-04-04 08:22:53,36.58211906,-121.61632809,353918052223944,1676030669,0,0,414
1459784101,2016-04-04 08:35:01,36.58274904,-121.6166092,353918052223944,1857521558,728,244.20964223340806,414
1459784101,2016-04-04 08:35:01,36.58274904,-121.6166092,353918052223944,1857521558,0,0,414
1459784928,2016-04-04 08:48:48,36.58329114,-121.61628408,353918052223944,2054430015,827,219.57280897927726,414
1459784928,2016-04-04 08:48:48,36.58329114,-121.61628408,353918052223944,2054430015,0,0,414
1459784932,2016-04-04 08:48:52,36.58329114,-121.61628408,353918052223944,2054430015,4,0,414
1459784932,2016-04-04 08:48:52,36.58329114,-121.61628408,353918052223944,2054430015,0,0,414
1459785524,2016-04-04 08:58:44,36.58429359,-121.61656764,353918052223944,2054430018,592,375.1394942142638,414
1459785524,2016-04-04 08:58:44,36.58429359,-121.61656764,353918052223944,2054430018,0,0,414
1459786287,2016-04-04 09:11:27,36.58353946,-121.61664217,353918052223944,2054430023,763,276.0679190786432,414
1459786287,2016-04-04 09:11:27,36.58353946,-121.61664217,353918052223944,2054430023,0,0,414
1459788394,2016-04-04 09:46:34,36.58339281,-121.6171873,353918052223944,2054430039,2107,168.467257182116,414
1459788394,2016-04-04 09:46:34,36.58339281,-121.6171873,353918052223944,2054430039,0,0,414
1459789132,2016-04-04 09:58:52,36.58312923,-121.61729853,353918052223944,2054430044,738,101.55995821403785,414
1459789132,2016-04-04 09:58:52,36.58312923,-121.61729853,353918052223944,2054430044,0,0,414
1459789759,2016-04-04 10:09:19,36.58307061,-121.61714521,353918052223944,1857521575,627,49.76088725188979,414
1459789759,2016-04-04 10:09:19,36.58307061,-121.61714521,353918052223944,1857521575,0,0,414
1459790319,2016-04-04 10:18:39,36.58256967,-121.61730202,353918052223944,1857521585,560,188.49345882164087,414
1459790319,2016-04-04 10:18:39,36.58256967,-121.61730202,353918052223944,1857521585,0,0,414
1459790775,2016-04-04 10:26:15,36.58212047,-121.6171833,353918052223944,1857521592,456,167.57635079473113,414
1459790775,2016-04-04 10:26:15,36.58212047,-121.6171833,353918052223944,1857521592,0,0,414
1459799697,2016-04-04 12:54:57,36.58096029,-121.61666289,353918052223944,1857521635,8922,450.00937749889107,414
1459799697,2016-04-04 12:54:57,36.58096029,-121.61666289,353918052223944,1857521635,0,0,414
1459800694,2016-04-04 01:11:34,36.58068689,-121.61769785,353918052223944,1857521642,997,319.27683963100225,414
1459800694,2016-04-04 01:11:34,36.58068689,-121.61769785,353918052223944,1857521642,0,0,414
1459780753,2016-04-04 07:39:13,36.58153068,-121.61577833,355136050058810,user:Thomas1, , 
1459780753,2016-04-04 07:39:13,36.58153068,-121.61577833,355136050058810,user:Thomas1,0,0,414
1459781487,2016-04-04 07:51:27,36.5818326,-121.61616345,355136050058810,1857521544,734,157.72042829383815,414
1459781487,2016-04-04 07:51:27,36.5818326,-121.61616345,355136050058810,1857521544,0,0,414
1459781992,2016-04-04 07:59:52,36.58236606,-121.61679259,355136050058810,1676030680,505,268.11819639259994,414
1459781992,2016-04-04 07:59:52,36.58236606,-121.61679259,355136050058810,1676030680,0,0,414
1459782708,2016-04-04 08:11:48,36.58205858,-121.61638656,355136050058810,1676030672,716,163.5461419679066,414
1459782708,2016-04-04 08:11:48,36.58205858,-121.61638656,355136050058810,1676030672,0,0,414
1459783554,2016-04-04 08:25:54,36.58270978,-121.6166075,355136050058810,1857521550,846,246.30234755782095,414
1459783554,2016-04-04 08:25:54,36.58270978,-121.6166075,355136050058810,1857521550,0,0,414
1459784750,2016-04-04 08:45:50,36.58341809,-121.61632361,355136050058810,1857521559,1196,271.53876840230265,414
1459784750,2016-04-04 08:45:50,36.58341809,-121.61632361,355136050058810,1857521559,0,0,414
1459785586,2016-04-04 08:59:46,36.58396114,-121.61696543,355136050058810,1857521562,836,273.21168400296085,414
1459785586,2016-04-04 08:59:46,36.58396114,-121.61696543,355136050058810,1857521562,0,0,414
1459786272,2016-04-04 09:11:12,36.58384741,-121.61678876,355136050058810,2054430021,686,66.35231485593248,414
1459786272,2016-04-04 09:11:12,36.58384741,-121.61678876,355136050058810,2054430021,0,0,414
1459788498,2016-04-04 09:48:18,36.58347263,-121.61677946,355136050058810,2054430035,2226,136.79464012087038,414
1459788498,2016-04-04 09:48:18,36.58347263,-121.61677946,355136050058810,2054430035,0,0,414
1459788503,2016-04-04 09:48:23,36.58347263,-121.61677946,355136050058810,2054430035,5,0,414
1459788503,2016-04-04 09:48:23,36.58347263,-121.61677946,355136050058810,2054430035,0,0,414
1459789230,2016-04-04 10:00:30,36.58302683,-121.61703363,355136050058810,1857521565,727,178.9234944371891,414
1459789230,2016-04-04 10:00:30,36.58302683,-121.61703363,355136050058810,1857521565,0,0,414
1459790046,2016-04-04 10:14:06,36.5826385,-121.6171664,355136050058810,1857521577,816,146.95599278878663,414
1459790046,2016-04-04 10:14:06,36.5826385,-121.6171664,355136050058810,1857521577,0,0,414
1459790692,2016-04-04 10:24:52,36.5822069,-121.61722114,355136050058810,1857521586,646,158.31739806500192,414
1459790692,2016-04-04 10:24:52,36.5822069,-121.61722114,355136050058810,1857521586,0,0,414
1459793201,2016-04-04 11:06:41,36.58119867,-121.61773239,355136050058810,1857521602,2509,397.26315891257013,414
1459793201,2016-04-04 11:06:41,36.58119867,-121.61773239,355136050058810,1857521602,0,0,414
1459794055,2016-04-04 11:20:55,36.58118569,-121.61761347,355136050058810,1857521607,854,35.16894239813817,414
1459794055,2016-04-04 11:20:55,36.58118569,-121.61761347,355136050058810,1857521607,0,0,414
1459795080,2016-04-04 11:38:00,36.58106976,-121.61776767,355136050058810,1857521616,1025,61.90047530904057,414
1459795080,2016-04-04 11:38:00,36.58106976,-121.61776767,355136050058810,1857521616,0,0,414
1459796241,2016-04-04 11:57:21,36.58128997,-121.61689399,355136050058810,1857521617,1161,268.34008569111404,414
1459796241,2016-04-04 11:57:21,36.58128997,-121.61689399,355136050058810,1857521617,0,0,414
1459800418,2016-04-04 01:06:58,36.58080874,-121.61768824,355136050058810,1857521622,4177,291.5685392635463,414
1459800418,2016-04-04 01:06:58,36.58080874,-121.61768824,355136050058810,1857521622,0,0,414
1459801417,2016-04-04 01:23:37,36.58120537,-121.61734814,355136050058810,1857521640,999,175.73515888596805,414
1459801417,2016-04-04 01:23:37,36.58120537,-121.61734814,355136050058810,1857521640,0,0,414
1459802091,2016-04-04 01:34:51,36.58150568,-121.61766871,355136050058810,1857521649,674,144.34337166279883,414
1459802091,2016-04-04 01:34:51,36.58150568,-121.61766871,355136050058810,1857521649,0,0,414
1459780164,2016-04-04 07:29:24,36.58153893,-121.61576374,355136056588471,user:Fortino1, , 
1459780164,2016-04-04 07:29:24,36.58153893,-121.61576374,355136056588471,user:Fortino1,0,0,414
1459780819,2016-04-04 07:40:19,36.58166321,-121.61594359,355136056588471,1857521545,655,69.53086870513465,414
1459780819,2016-04-04 07:40:19,36.58166321,-121.61594359,355136056588471,1857521545,0,0,414
1459781309,2016-04-04 07:48:29,36.58200754,-121.61658764,355136056588471,1857521546,490,226.7355018097399,414
1459781309,2016-04-04 07:48:29,36.58200754,-121.61658764,355136056588471,1857521546,0,0,414
1459781814,2016-04-04 07:56:54,36.58172194,-121.61619641,355136056588471,1676030678,505,154.9390501993399,414
1459781814,2016-04-04 07:56:54,36.58172194,-121.61619641,355136056588471,1676030678,0,0,414
1459782568,2016-04-04 08:09:28,36.58250989,-121.6167695,355136056588471,1676030670,754,332.99362030743856,414
1459782568,2016-04-04 08:09:28,36.58250989,-121.6167695,355136056588471,1676030670,0,0,414
1459783211,2016-04-04 08:20:11,36.58231677,-121.61643688,355136056588471,1676030665,643,120.27917712625882,414
1459783211,2016-04-04 08:20:11,36.58231677,-121.61643688,355136056588471,1676030665,0,0,414
1459783921,2016-04-04 08:32:01,36.58280636,-121.61646409,355136056588471,1857521552,710,178.8426410800348,414
1459783921,2016-04-04 08:32:01,36.58280636,-121.61646409,355136056588471,1857521552,0,0,414
1459784712,2016-04-04 08:45:12,36.5830117,-121.61622804,355136056588471,2054430009,791,101.97915382202251,414
1459784712,2016-04-04 08:45:12,36.5830117,-121.61622804,355136056588471,2054430009,0,0,414
1459785423,2016-04-04 08:57:03,36.58428816,-121.61669851,355136056588471,2054430016,711,485.78801459666016,414
1459785423,2016-04-04 08:57:03,36.58428816,-121.61669851,355136056588471,2054430016,0,0,414
1459786025,2016-04-04 09:07:05,36.5837607,-121.61673185,355136056588471,2054430019,602,192.73237975817224,414
1459786025,2016-04-04 09:07:05,36.5837607,-121.61673185,355136056588471,2054430019,0,0,414
1459786530,2016-04-04 09:15:30,36.58388284,-121.61691297,355136056588471,2054430030,505,69.30742761441617,414
1459786530,2016-04-04 09:15:30,36.58388284,-121.61691297,355136056588471,2054430030,0,0,414
1459788586,2016-04-04 09:49:46,36.58329431,-121.61698171,355136056588471,2054430037,2056,215.71325034015248,414
1459788586,2016-04-04 09:49:46,36.58329431,-121.61698171,355136056588471,2054430037,0,0,414
1459789117,2016-04-04 09:58:37,36.5833347,-121.61709563,355136056588471,1857521566,531,36.49154801121179,414
1459789117,2016-04-04 09:58:37,36.5833347,-121.61709563,355136056588471,1857521566,0,0,414
1459789630,2016-04-04 10:07:10,36.58304053,-121.61722138,355136056588471,1857521576,513,113.49899348352002,414
1459789630,2016-04-04 10:07:10,36.58304053,-121.61722138,355136056588471,1857521576,0,0,414
1459790175,2016-04-04 10:16:15,36.58250716,-121.61717685,355136056588471,1857521579,545,195.07824041586107,414
1459790175,2016-04-04 10:16:15,36.58250716,-121.61717685,355136056588471,1857521579,0,0,414
1459790721,2016-04-04 10:25:21,36.58201923,-121.61724707,355136056588471,1857521588,546,179.2440623379899,414
1459790721,2016-04-04 10:25:21,36.58201923,-121.61724707,355136056588471,1857521588,0,0,414
1459791150,2016-04-04 10:32:30,36.58213248,-121.61744358,355136056588471,1857521598,429,70.88038996947978,414
1459791150,2016-04-04 10:32:30,36.58213248,-121.61744358,355136056588471,1857521598,0,0,414
1459794033,2016-04-04 11:20:33,36.58113967,-121.61768364,355136056588471,1857521606,2883,369.06991218774266,414
1459794033,2016-04-04 11:20:33,36.58113967,-121.61768364,355136056588471,1857521606,0,0,414
1459795484,2016-04-04 11:44:44,36.58118815,-121.61769598,355136056588471,1857521618,1451,18.057463263166753,414
1459795484,2016-04-04 11:44:44,36.58118815,-121.61769598,355136056588471,1857521618,0,0,414
1459799486,2016-04-04 12:51:26,36.58101158,-121.61648326,355136056588471,1857521623,4002,361.17200861711825,414
1459799486,2016-04-04 12:51:26,36.58101158,-121.61648326,355136056588471,1857521623,0,0,414
1459800608,2016-04-04 01:10:08,36.58076368,-121.61770725,355136056588471,1857521624,1122,369.91386870009137,414
1459800608,2016-04-04 01:10:08,36.58076368,-121.61770725,355136056588471,1857521624,0,0,414
1459801379,2016-04-04 01:22:59,36.58110936,-121.61753518,355136056588471,1857521643,771,135.85251462315574,414
1459801379,2016-04-04 01:22:59,36.58110936,-121.61753518,355136056588471,1857521643,0,0,414
1459802341,2016-04-04 01:39:01,36.58158199,-121.61737682,355136056588471,1857521647,962,178.60951524800066,414
1459802341,2016-04-04 01:39:01,36.58158199,-121.61737682,355136056588471,1857521647,0,0,414
1459780568,2016-04-04 07:36:08,36.58152301,-121.61577702,355136057165568,user:Senovia1, , 
1459780568,2016-04-04 07:36:08,36.58152301,-121.61577702,355136057165568,user:Senovia1,0,0,414
1459781165,2016-04-04 07:46:05,36.58193233,-121.61657043,355136057165568,1857521539,597,276.34846993677957,414
1459781165,2016-04-04 07:46:05,36.58193233,-121.61657043,355136057165568,1857521539,0,0,414
1459781796,2016-04-04 07:56:36,36.58162348,-121.61599632,355136057165568,1676030679,631,202.5010342238609,414
1459781796,2016-04-04 07:56:36,36.58162348,-121.61599632,355136057165568,1676030679,0,0,414
1459783268,2016-04-04 08:21:08,36.58243015,-121.61662229,355136057165568,1676030664,1472,346.8500588443003,414
1459783268,2016-04-04 08:21:08,36.58243015,-121.61662229,355136057165568,1676030664,0,0,414
1459780285,2016-04-04 07:31:25,36.58153969,-121.61574564,355136057268743,user:Silverio1, , 
1459780285,2016-04-04 07:31:25,36.58153969,-121.61574564,355136057268743,user:Silverio1,0,0,414
1459781187,2016-04-04 07:46:27,36.58167915,-121.6160913,355136057268743,1857521535,902,113.35863433197012,414
1459781187,2016-04-04 07:46:27,36.58167915,-121.6160913,355136057268743,1857521535,0,0,414
1459781561,2016-04-04 07:52:41,36.58189904,-121.6164591,355136057268743,1857521549,374,134.37102865753005,414
1459781561,2016-04-04 07:52:41,36.58189904,-121.6164591,355136057268743,1857521549,0,0,414
1459782240,2016-04-04 08:04:00,36.58196975,-121.6161265,355136057268743,1676030663,679,100.82265873125479,414
1459782240,2016-04-04 08:04:00,36.58196975,-121.6161265,355136057268743,1676030663,0,0,414
1459782918,2016-04-04 08:15:18,36.58232725,-121.6166893,355136057268743,1676030671,678,210.28406268358353,414
1459782918,2016-04-04 08:15:18,36.58232725,-121.6166893,355136057268743,1676030671,0,0,414
1459783759,2016-04-04 08:29:19,36.58291987,-121.61676814,355136057268743,1857521551,841,217.49379775415744,414
1459783759,2016-04-04 08:29:19,36.58291987,-121.61676814,355136057268743,1857521551,0,0,414
1459784690,2016-04-04 08:44:50,36.58336417,-121.61643704,355136057268743,2054430008,931,188.94989650638018,414
1459784690,2016-04-04 08:44:50,36.58336417,-121.61643704,355136057268743,2054430008,0,0,414
1459784697,2016-04-04 08:44:57,36.58336417,-121.61643704,355136057268743,2054430008,7,0,414
1459784697,2016-04-04 08:44:57,36.58336417,-121.61643704,355136057268743,2054430008,0,0,414
1459784699,2016-04-04 08:44:59,36.58336417,-121.61643704,355136057268743,2054430008,2,0,414
1459784699,2016-04-04 08:44:59,36.58336417,-121.61643704,355136057268743,2054430008,0,0,414
1459784702,2016-04-04 08:45:02,36.58336417,-121.61643704,355136057268743,2054430008,3,0,414
1459784702,2016-04-04 08:45:02,36.58336417,-121.61643704,355136057268743,2054430008,0,0,414
1459785359,2016-04-04 08:55:59,36.5842008,-121.61640801,355136057268743,2054430020,657,305.42769941097936,414
1459785359,2016-04-04 08:55:59,36.5842008,-121.61640801,355136057268743,2054430020,0,0,414
1459785912,2016-04-04 09:05:12,36.58383292,-121.61705235,355136057268743,2054430024,553,231.67367363494267,414
1459785912,2016-04-04 09:05:12,36.58383292,-121.61705235,355136057268743,2054430024,0,0,414
1459786503,2016-04-04 09:15:03,36.58366699,-121.61680598,355136057268743,2054430028,591,94.2263356436048,414
1459786503,2016-04-04 09:15:03,36.58366699,-121.61680598,355136057268743,2054430028,0,0,414
1459788517,2016-04-04 09:48:37,36.5831183,-121.61683988,355136057268743,2054430038,2014,200.47828138664457,414
1459788517,2016-04-04 09:48:37,36.5831183,-121.61683988,355136057268743,2054430038,0,0,414
1459788977,2016-04-04 09:56:17,36.583354,-121.6171137,355136057268743,1857521569,460,117.62873749663216,414
1459788977,2016-04-04 09:56:17,36.583354,-121.6171137,355136057268743,1857521569,0,0,414
1459789446,2016-04-04 10:04:06,36.58305858,-121.61715667,355136057268743,1857521574,469,108.53970535755852,414
1459789446,2016-04-04 10:04:06,36.58305858,-121.61715667,355136057268743,1857521574,0,0,414
1459790614,2016-04-04 10:23:34,36.58205912,-121.61715776,355136057268743,1857521580,1168,364.73048170468746,414
1459790614,2016-04-04 10:23:34,36.58205912,-121.61715776,355136057268743,1857521580,0,0,414
1459791072,2016-04-04 10:31:12,36.58186389,-121.61742198,355136057268743,1857521593,458,105.21741775080643,414
1459791072,2016-04-04 10:31:12,36.58186389,-121.61742198,355136057268743,1857521593,0,0,414
1459793748,2016-04-04 11:15:48,36.58111164,-121.61769504,355136057268743,1857521604,2676,285.9409068262744,414
1459793748,2016-04-04 11:15:48,36.58111164,-121.61769504,355136057268743,1857521604,0,0,414
